id,name,definition,synonyms_exact,alt_ids,subsets,xrefs,replaced_by,consider
UBERON:0000012,somatic nervous system,Part of peripheral nervous system that includes the somatic parts of the cranial and spinal nerves and their ganglia and the peripheral sensory receptors.,"PNS - somatic|somatic nervous system, somatic division|somatic part of peripheral nervous system|somatic peripheral nervous system",,pheno_slim|uberon_slim,EFO:0000892|FMA:9904|MA:0002850|MAT:0000099|MIAA:0000099|NLXANAT:100301|Wikipedia:Somatic_nervous_system,,
UBERON:0000013,sympathetic nervous system,"The sympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system (the other being the parasympathetic nervous system). The sympathetic preganglionic neurons have their cell bodies in the thoracic and lumbar regions of the spinal cord and connect to the paravertebral chain of sympathetic ganglia. Innervate heart and blood vessels, sweat glands, viscera and the adrenal medulla. Most sympathetic neurons, but not all, use noradrenaline as a post-ganglionic neurotransmitter [GO].",pars sympathica divisionis autonomici systematis nervosi|sympathetic nervous system|sympathetic part of autonomic division of nervous system,,efo_slim|pheno_slim|uberon_slim|vertebrate_core,"AAO:0010487|BIRNLEX:2516|BTO:0001832|CALOHA:TS-2050|EFO:0000893|EHDAA2:0001971|EHDAA:3769|EMAPA:16985|FMA:9906|GAID:710|MA:0000225|MESH:D013564|MIAA:0000100|NCIT:C12795|SCTID:362484004|TAO:0001576|UMLS:C0039044 {source=""BIRNLEX:2516"", source=""ncithesaurus:Sympathetic_Nervous_System""}|UMLS:C1269646 {source=""BIRNLEX:2516""}|VHOG:0000384|Wikipedia:Sympathetic_nervous_system|ZFA:0001576",,
UBERON:0000014,zone of skin,Any portion of the organ that covers that body and consists of a layer of epidermis and a layer of dermis.,portion of skin|region of skin|skin|skin region|skin zone,,pheno_slim,EHDAA:6530|EV:0100152|FMA:86166|GAID:933|MA:0000151|MAT:0000284|MESH:D012867|MIAA:0000284|SCTID:20795001|VHOG:0000860|Wikipedia:Skin,,
UBERON:0000016,endocrine pancreas,"The part of the pancreas that is part of the endocrine system and is made up of islet cells, which produce insulin, glucagon and somatostatin.",endocrine pancreas|pars endocrina pancreatis,,efo_slim|human_reference_atlas|organ_slim|pheno_slim|uberon_slim|vertebrate_core,"BTO:0000650|CALOHA:TS-1302|EFO:0002542|EMAPA:35305|EV:0100129|FMA:16018|MA:0001582|MESH:D007515 {sssom:mapping_provider=""https://github.com/biopragmatics/biomappings"", sssom:mapping_justification=""https://w3id.org/semapv/vocab/LexicalMatching""}|NCIT:C32509|SCTID:361339003|TAO:0001260|VHOG:0000049|Wikipedia:Islets_of_Langerhans|ZFA:0001260",,
UBERON:0000017,exocrine pancreas,"The part of the pancreas that is part of the exocrine system and which produces and store zymogens of digestive enzymes, such as chymotrypsinogen and trypsinogen in the acinar cells [GO].",exocrine pancreas|pars exocrina pancreatis,,human_reference_atlas|organ_slim|pheno_slim|uberon_slim|vertebrate_core,"AAO:0010407|BTO:0000434|CALOHA:TS-1241|EMAPA:35328|EV:0100093|FMA:16017|MA:0002415|MESH:D046790 {sssom:mapping_justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", sssom:author_id=""https://orcid.org/0000-0001-9439-5346"", sssom:mapping_provider=""https://github.com/biopragmatics/biomappings""}|NCIT:C32546|SCTID:248202004|TAO:0001249|UMLS:C0553695 {source=""ncithesaurus:Exocrine_Pancreas""}|VHOG:0000048|Wikipedia:Exocrine_component_of_pancreas|XAO:0000137|ZFA:0001249",,
UBERON:0000018,compound eye,A light sensing organ composed of ommatidia.,,,organ_slim|uberon_slim,"BTO:0001921|FBbt:00004508 {sssom:mapping_justification=""https://w3id.org/semapv/vocab/ManualMappingCuration""}|HAO:0000217|IDOMAL:0002421 {sssom:mapping_justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", sssom:author_id=""https://orcid.org/0000-0003-4423-4370"", sssom:mapping_provider=""https://github.com/biopragmatics/biomappings""}|TGMA:0000024|Wikipedia:Compound_eye",,
UBERON:0000019,camera-type eye,"An organ of sight that includes the camera-type eyeball and supporting structures such as the lacrimal apparatus, the conjunctiva, the eyelid.",regio orbitalis,,pheno_slim|uberon_slim|vertebrate_core,"AAO:0010340|BIRNLEX:1169|BTO:0004688|EHDAA2:0000484|EHDAA:936|EMAPA:16198|FMA:54448|MA:0000261|NCIT:C12401|SCTID:181143004|TAO:0000107|UMLS:C0015392 {source=""BIRNLEX:1169"", source=""ncithesaurus:Eye""}|UMLS:C1280202 {source=""BIRNLEX:1169""}|VHOG:0000275|XAO:0000179|ZFA:0000107",,
UBERON:0000020,sense organ,An organ that is capable of transducing sensory stimulus to the nervous system.,organ of sense organ system|organ of sensory organ system|organ of sensory system|sense organ system organ|sensory organ|sensory organ system organ|sensory system organ,FBbt:00005155,uberon_slim,"AEO:0000094|BSA:0000121|BTO:0000202|CALOHA:TS-2043|EHDAA2:0001824|EHDAA:500|EMAPA:35955|FBbt:00005155 {sssom:mapping_justification=""https://w3id.org/semapv/vocab/ManualMappingCuration""}|GAID:63|HAO:0000930|MA:0000017|MESH:D012679|NCIT:C33224|SCTID:244485009|UMLS:C0935626 {source=""ncithesaurus:Organ_of_the_Special_Sense""}|VHOG:0001407|WBbt:0006929",,
UBERON:0000021,cutaneous appendage,"Anatomical projection that protrudes from the skin. Examples: hair, nail, feather, claw, hoof, horn, wattle, spur, beak, antler, bristle and some scales.",skin appendage,,uberon_slim,CALOHA:TS-0051|FMA:71012|SCTID:276160000,,
UBERON:0000022,feather,"One of the epidermal growths that form the distinctive outer covering, or plumage, on birds. Feathers are formed in tiny follicles in the epidermis, or outer skin layer, that produce keratin proteins.",,,efo_slim|uberon_slim,BTO:0000447|EFO:0000955|GAID:1214|MAT:0000156|MESH:D005241|SCTID:410027006|Wikipedia:Feather,,
UBERON:0000023,wing,Appendage that is shaped in order to produce lift for flight through the air.,aliform appendage,,efo_slim|grouping_class|uberon_slim,BTO:0001463|EFO:0000885|GAID:1217|MAT:0000202|MESH:D014921|MIAA:0000202|Wikipedia:Wing,,
UBERON:0000024,forelimb wing,Forelimb that is used to produce lift for flight through the air.,,,,,,
UBERON:0000025,tube,Any hollow cylindrical anatomical structure containing a lumen through which substances are transported.,anatomical tube,,,galen:Tube,,
UBERON:0000026,appendage,"Major subdivision of an organism that protrudes from the body[DOS, CARO].",,UBERON:0000026,efo_slim|pheno_slim|uberon_slim,"AEO:0000193|BILA:0000018|BTO:0001492|CARO:0010003|EFO:0000799|EHDAA2:0003193|EMAPA:37283 {source=""MA:th""}|EV:0100155|FBbt:00007000 {sssom:mapping_justification=""https://w3id.org/semapv/vocab/ManualMappingCuration""}|HAO:0000144|MAT:0000023|MESH:D005121|MIAA:0000023|NCIT:C61460|UMLS:C0598782 {source=""ncithesaurus:Appendage""}|VSAO:0000075|Wikipedia:Appendage|XAO:0000218",,
UBERON:0000029,lymph node,"Any of the rounded masses of lymphoid tissue that are surrounded by a capsule of connective tissue, are distributed along the lymphatic vessels, and contain numerous lymphocytes which filter the flow of lymph.",,,efo_slim|human_reference_atlas|pheno_slim|uberon_slim|vertebrate_core,"BTO:0000784|CALOHA:TS-0579|EFO:0000872|EMAPA:35523|EV:0100050|FMA:5034|GAID:947|galen:Lymphnode|MA:0000139|MAT:0000442|MESH:D008198|NCIT:C12745|NCIT:C33027|SCTID:181756000|TAO_RETIRED:0005318|UMLS:C0024204 {source=""ncithesaurus:Lymph_Node""}|VHOG:0001273|Wikipedia:Lymph_node|ZFA_RETIRED:0005318",,
UBERON:0000030,lamina propria,"A thin layer of loose connective tissue which lies beneath the epithelium and together with the epithelium constitutes the mucosa[WP]. The lamina propria contains capillaries and a central lacteal (lymph vessel) in the small intestine, as well as lymphoid tissue. Lamina propria also contains glands with the ducts opening on to the mucosal epithelium, that secrete mucus and serous secretions.",lamina propria mucosa|lamina propria mucosae,,uberon_slim,"BTO:0002330|FMA:62517|NCIT:C32918|SCTID:298225002|UMLS:C1179187 {source=""ncithesaurus:Lamina_Propria""}|Wikipedia:Lamina_propria",,
UBERON:0000031,lamina propria of trachea,A lamina propria that is part of a respiratory airway.,lamina propria mucosa of trachea|lamina propria mucosa of windpipe|lamina propria mucosae of trachea|lamina propria mucosae of windpipe|lamina propria of windpipe|trachea lamina propria|trachea lamina propria mucosa|trachea lamina propria mucosae|tracheal lamina propria|windpipe lamina propria|windpipe lamina propria mucosa|windpipe lamina propria mucosae,,,"EMAPA:35877|FMA:265157|MA:0001858|NCIT:C49305|UMLS:C1710457 {source=""ncithesaurus:Trachea_Lamina_Propria""}",,
UBERON:0000033,head,The head is the anterior-most division of the body [GO].,head (volume),,efo_slim|pheno_slim|uberon_slim|vertebrate_core,"AAO:0010335|AEO:0000106|BILA:0000115|BIRNLEX:1230|BTO:0000282|CALOHA:TS-0436|EFO:0000964|EHDAA2:0003106|EMAPA:31858|FMA:7154|GAID:61|galen:Head|HAO:0000397|MA:0000023|MAT:0000294|MESH:D006257|MIAA:0000294|NCIT:C12419|SCTID:302548004|SPD:0000016|TAO:0001114|TGMA:0000002|UMLS:C0018670 {source=""ncithesaurus:Head"", source=""BIRNLEX:1230""}|VHOG:0001644|WBbt:0005739|Wikipedia:Head|XAO:0003024",,
UBERON:0000035,primary ovarian follicle,An ovarian follicle that has one layer of granulosa cells.,folliculus ovaricus primarius|ovary primary follicle|primary follicle of ovary|primary ovarian follicle,,human_reference_atlas|pheno_slim,BTO:0000410|EMAPA:35631|FMA:18634|MA:0002907|SCTID:258665002,,
UBERON:0000036,secondary ovarian follicle,"A maturing ovarian follicle that has two more more layers of granulosa cells, up to the onset of antrum formation.",folliculus ovaricus secondarius|ovary secondary follicle|pre-antral follicle|preantral follicle|secondary follicle of ovary,,human_reference_atlas|pheno_slim,EMAPA:35632|FMA:18637|MA:0002908,,
UBERON:0000037,tertiary ovarian follicle,"A follicle that has reached the most mature stage of folliculogenesis, characterized by the presence of the antrum.",antral ovarian follicle|folliculi ovarici vesiculosi|folliculus ovaricus tertiarius|folliculus ovaricus tertiarius (vesiculosus)|folliculus ovaricus tertiarius (vesiculous)|Graafian follicle|ovary antral follicle|tertiary follicle of ovary|vesicular follicle of ovary|vesicular ovarian follicle,,pheno_slim|uberon_slim,"EMAPA:30763|FMA:18641|MA:0002909|NCIT:C32692|SCTID:362261008|UMLS:C0600225 {source=""ncithesaurus:Graafian_Follicle""}",,
UBERON:0000038,follicular fluid,The fluid surrounding the ovum and granulosa cells in the ovarian follicle.,liquor follicularis|liquor folliculi|ovary follicle fluid,,human_reference_atlas|uberon_slim,"BTO:0004383|CALOHA:TS-0728|FMA:18665|GAID:372|MA:0002511|MESH:D015571|NCIT:C52556|UMLS:C1709369 {source=""ncithesaurus:Ovarian_Follicle_Fluid""}|Wikipedia:Follicular_fluid",,
UBERON:0000039,follicular antrum,Region of ovarian follicle filled with follicular fluid.,antral cavity|antrum folliculare|ovarian follicle antrum,,human_reference_atlas|uberon_slim,"EMAPA:37867 {source=""MA:th""}|FMA:18675|Wikipedia:Follicular_antrum",,
UBERON:0000040,Leydig's organ,"A hemopoietic organ found in elasmobranchs. Along with the spleen and special tissue around the gonads, this structure produces red blood cells and it is nestled along the top and bottom of the esophagus.",,,uberon_slim,Wikipedia:Leydig's_organ,,
UBERON:0000041,odontode scale,"Multi-tissue structure composed of enameloid, dentine surrounding a pulp cavity, and bone of attachment anchoring the element into the dermis[VSAO].",dermal denticle|odontode scale|placoid scale,,uberon_slim,VSAO:0000079|Wikipedia:Dermal_denticle,,
UBERON:0000042,serous membrane,Multi-tissue structure that is comprised of a secretory epithelial layer (mesothelium) and a connective tissue layer.,tunica serosa|wall of serous sac,,uberon_slim|vertebrate_core,"FMA:9581|GAID:19|MESH:D012704|NCIT:C13169|SCTID:362878009|TAO:0005425|UMLS:C0036760 {source=""ncithesaurus:Serosa""}|Wikipedia:Serous_membrane|ZFA:0005425",,
UBERON:0000043,tendon,Dense regular connective tissue that connects muscle to bone[VSAO].,,,pheno_slim|uberon_slim,"AEO:0000091|BTO:0001356|CALOHA:TS-1021|EHDAA2:0003091|EMAPA:35854|EV:0100149|FMA:9721|GAID:276|galen:Tendon|MA:0000115|MESH:D013710|NCIT:C13045|SCTID:256667004|UMLS:C0039508 {source=""ncithesaurus:Tendon""}|VHOG:0001286|VSAO:0000073|Wikipedia:Tendon|XAO:0000173|ZFA:0005647",,
UBERON:0000044,dorsal root ganglion,"Sensory ganglia located on the dorsal spinal roots within the vertebral column. The spinal ganglion cells are pseudounipolar. The single primary branch bifurcates sending a peripheral process to carry sensory information from the periphery and a central branch which relays that information to the spinal cord or brain. (MSH) * ganglion found on the posterior root of each spinal nerve, composed of the unipolar nerve cell bodies of the sensory neurons of the nerve. (CSP).",dorsal root ganglion|ganglion of dorsal root|ganglion spinalis|spinal ganglion|spinal ganglion part of peripheral nervous system,UBERON:0026602,efo_slim|human_reference_atlas|pheno_slim|uberon_slim|vertebrate_core,"AAO:0011032|BIRNLEX:2596|BIRNLEX:2598|BTO:0001264|CALOHA:TS-0954|EFO:0000900|EHDAA2:0000418|EHDAA2:0001897|EHDAA:2899|EMAPA:16667|EMAPA:16668|EMAPA:18372|EV:0100373|FMA:5888|MA:0000231|MA:0000232|MAT:0000162|MESH:D005727 {sssom:mapping_provider=""https://github.com/biopragmatics/biomappings"", sssom:mapping_justification=""https://w3id.org/semapv/vocab/LexicalMatching""}|MIAA:0000162|NCIT:C12462|SCTID:244455004|TAO:0000200|UMLS:C0017070 {source=""ncithesaurus:Dorsal_Root_Ganglion"", source=""BIRNLEX:2596""}|VHOG:0000222|Wikipedia:Dorsal_root_ganglion|XAO:0000210|ZFA:0000200",,
UBERON:0000045,ganglion,"A biological tissue mass, most commonly a mass of nerve cell bodies.",,,efo_slim|human_reference_atlas|pheno_slim|uberon_slim|vertebrate_core,"AAO:0010426|AEO:0000135|BAMS:G|BTO:0000497|CALOHA:TS-0397|EFO:0000899|EHDAA2:0003135|EHDAA:2897|EHDAA:4662|EHDAA:5621|EHDAA:918|EMAPA:32846|EV:0100372|FMA:5884|MA:0002406|MAT:0000207|MAT:0000343|MESH:D005724|MIAA:0000207|MIAA:0000343|NCIT:C12719|NLXANAT:100302|TAO:0000190|TGMA:0001016|UMLS:C0017067 {source=""ncithesaurus:Ganglion""}|VHOG:0000156|WBbt:0005189|Wikipedia:Ganglion|XAO:0000209|ZFA:0000190",,
UBERON:0000046,stemma,"Eye-spots which may be set into a pit to reduce the angles of light that enters and affects the eyespot, to allow the organism to deduce the angle of incoming light.",pit eye,,uberon_slim,Wikipedia:Stemma,,
UBERON:0000047,simple eye,An eye with one concave chamber. Note that 'simple' does not imply a reduced level of complexity or acuity.,,,grouping_class|uberon_slim,TGMA:0000729|Wikipedia:Eye#Simple_eyes,,
UBERON:0000048,pinhole eye,Simple eye that has a small aperture (which may be adjustable) and deep pit. It is only found in the nautiloids.,,,grouping_class|uberon_slim,Wikipedia:Pinhole_eye,,
UBERON:0000049,spherical lensed eye,Simple eye that consists of a lens of one refractive index.,,,grouping_class,,,
UBERON:0000050,simple eye with multiple lenses,"Simple eye that has two or more lenses. Some marine organisms bear more than one lens; for instance the copeopod Pontella has three. The outer has a parabolic surface, countering the effects of spherical aberration while allowing a sharp image to be formed. Copilla's eyes have two lenses, which move in and out like a telescope.",,,grouping_class|uberon_slim,Wikipedia:Eye#Multiple_lenses,,
UBERON:0000051,fornix of vagina,"The deepest portions of the vagina, extending into the recesses created by the vaginal portion of cervix[WP,unvetted].",fornix vaginae|vaginal fornix,,uberon_slim,"FMA:19985|NCIT:C33848|SCTID:245475003|UMLS:C0227794 {source=""ncithesaurus:Vaginal_Fornix""}|Wikipedia:Vaginal_fornix",,
UBERON:0000052,fornix of brain,"A C-shaped bundle of fibres (axons) in the brain, and carries signals from the hippocampus to the mammillary bodies and septal nuclei. It is typically divided into the columns (crus), body, commissure and the pre-commissural and post-commissural fornix (MM).",brain fornix|cerebral fornix|forebrain fornix|fornix of neuraxis|neuraxis fornix,,human_reference_atlas|pheno_slim|uberon_slim,"BAMS:f|BIRNLEX:705|DHBA:10576|DMBA:17767|EMAPA:35352|FMA:61965 {notes=""inferred""}|FMA:83865|HBA:9249|MA:0002747|NCIT:C32289|neuronames:268 {source=""BIRNLEX:705""}|SCTID:279302004|UMLS:C0152334 {source=""BIRNLEX:705""}|UMLS:C0458370 {source=""ncithesaurus:Cerebral_Fornix""}|Wikipedia:fornix_of_brain",,
UBERON:0000053,macula lutea,"An oval area in the retina, usually located temporal to the posterior pole of the eye and slightly below the level of the optic disk. It is characterized by the presence of a yellow pigment diffusely permeating the inner layers, contains the fovea centralis in its center, and provides the best phototopic visual acuity. It is devoid of retinal blood vessels, except in its periphery, and receives nourishment from the choriocapillaris of the choroid. (From Cline et al., Dictionary of Visual Science, 4th ed).",,,pheno_slim|uberon_slim,"BIRNLEX:2540|BTO:0003015|EMAPA:36516|EV:0100349|FMA:58637|GAID:909|MA:0001306|MESH:D008266|NCIT:C26464|NCIT:C33044|SCTID:362517001|UMLS:C0450295 {source=""ncithesaurus:Macula_Lutea"", source=""BIRNLEX:2540""}|UMLS:C1284755 {source=""BIRNLEX:2540""}|Wikipedia:Macula_of_retina",,
UBERON:0000054,macula,"Thickened areas of the saccule or utricle where the termination of the vestibular nerve occurs[MESH,modified].",macula|maculae|sensory macula|sensory patch,,human_reference_atlas|pheno_slim|uberon_slim,GAID:777|MESH:D008267|TAO:0000386|ZFA:0000386,,
UBERON:0000055,vessel,"A tubular structure that contains, conveys body fluid, such as blood or lymph.",,,grouping_class|human_reference_atlas|pheno_slim,,,
UBERON:0000056,ureter,"Muscular duct that propels urine from the kidneys to the urinary bladder, or related organs.",,,efo_slim|human_reference_atlas|major_organ|organ_slim|pheno_slim|uberon_slim,"AAO:0010254|BTO:0001409|CALOHA:TS-1084|EFO:0000930|EHDAA2:0002139|EHDAA:9341|EMAPA:17950|EV:0100097|FMA:9704|GAID:438|galen:Ureter|MA:0000378|MAT:0000120|MESH:D014513|MIAA:0000120|NCIT:C12416|SCTID:302511008|UMLS:C0041951 {source=""ncithesaurus:Ureter""}|VHOG:0000605|Wikipedia:Ureter|XAO:0000144",,
UBERON:0000057,urethra,"The fibromuscular tubular canal through which urine is discharged from the bladder to the exterior via the external urinary meatus; in males, the urethra is joined by the ejaculatory ducts and serves as a passageway for semen during ejaculation, as well as a canal for urine during voiding; in females, the urethra is shorter and emerges above the vaginal opening.",,,efo_slim|major_organ|organ_slim|pheno_slim|uberon_slim,"BTO:0001426|CALOHA:TS-1132|EFO:0000931|EMAPA:30901|EV:0100099|FMA:19667|GAID:390|galen:Urethra|MA:0000379|MAT:0000121|MESH:D014521|MIAA:0000121|NCIT:C12417|SCTID:302513006|UMLS:C0041967 {source=""ncithesaurus:Urethra""}|VHOG:0001264|Wikipedia:Urethra|XAO:0000153",,
UBERON:0000058,duct,A tubular structure that transports secreted or excreted substances.,anatomical duct,,grouping_class,"AAO:0011123|FBbt:00100314 {sssom:mapping_justification=""https://w3id.org/semapv/vocab/ManualMappingCuration""}|FMA:30320|galen:Duct|NCIT:C12948|SCTID:91726008|TAO:0005171|UMLS:C0687028 {source=""ncithesaurus:Duct""}|Wikipedia:Duct_(anatomy)|XAO:0004000|ZFA:0005171",,
UBERON:0000059,large intestine,A subdivision of the digestive tract that connects the small intestine to the cloaca or anus. Lacks or has few villi[Kardong].,,,efo_slim|human_reference_atlas|major_organ|organ_slim|pheno_slim,"AAO:0010396|BTO:0000706|CALOHA:TS-1306|EFO:0000840|EMAPA:19252|EV:0100077|FMA:7201|GAID:306|galen:LargeIntestine|MA:0000333|MESH:D007420|MIAA:0000046|NCIT:C12379|SCTID:181254001|UMLS:C0021851 {source=""ncithesaurus:Large_Intestine""}|VHOG:0000054|Wikipedia:Large_intestine_(anatomy)|XAO:0000131",,
UBERON:0000060,anatomical wall,Organ component adjacent to an organ cavity and which consists of a maximal aggregate of organ component layers.,wall of organ,UBERON:0009915,upper_level,FMA:82482|galen:Wall,,
UBERON:0000061,anatomical structure,Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome.,biological structure|connected biological structure,,common_anatomy|upper_level,"AAO:0010825|AEO:0000003|BILA:0000003|CARO:0000003|EHDAA2:0003003|EMAPA:0|FBbt:00007001 {sssom:mapping_justification=""https://w3id.org/semapv/vocab/ManualMappingCuration""}|FMA:305751|FMA:67135|GAID:781|HAO:0000003|http://dbpedia.org/ontology/AnatomicalStructure|MA:0003000|MESH:D000825|SCTID:362889002|TAO:0000037|TGMA:0001823|VHOG:0001759|XAO:0003000|ZFA:0000037",,
UBERON:0000062,organ,Anatomical structure that performs a specific function or group of functions [WP].,,,common_anatomy|upper_level,"BIRNLEX:4|CARO:0020004|EFO:0000634|EMAPA:35949|ENVO:01000162|FMA:67498|MA:0003001|NCIT:C13018|SCTID:272625005|UMLS:C0178784 {source=""ncithesaurus:Organ""}|WBbt:0003760|Wikipedia:Organ_(anatomy)",,
UBERON:0000063,organ subunit,"A part of an organ that constitutes a distinct modular sub-unit. In some cases, the organ may also contain other sub-units of identical or similar types, in other cases this may be a distinct entity.",,,upper_level,FMA:86140,,
UBERON:0000064,organ part,A multicellular structure that is a part of an organ.,cardinal organ part,,common_anatomy|efo_slim|non_informative|upper_level,AAO:0011124|BIRNLEX:16|EFO:0000635|FMA:82472|SCTID:113343008|SCTID:91717005,,
UBERON:0000065,respiratory tract,Anatomical structure that is part of the respiratory system. In mammals consists of upper and lower tracts.,,,human_reference_atlas,EHDAA2:0001606|EHDAA:1568|EHDAA:2219|EMAPA:16737|FMA:265130|SCTID:361110005|VHOG:0000393,,
UBERON:0000066,fully formed stage,"The stage of development at which the animal is fully formed, including immaturity and maturity. Includes both sexually immature stage, and adult stage.",fully formed animal stage|juvenile-adult stage,,efo_slim,BilaDO:0000004|BTO:0001043|EFO:0001272|FBdv:00005369|WBls:0000041|XtroDO:0000084,,
